battery_capacity,current_battery_level,charging_power,temperature,charging_station_type,charging_time_minutes
59,12,42,38,AC_Slow,79.69653399381475
76,83,115,37,DC_Fast,30.0
93,72,19,7,AC_Slow,118.58459533283768
92,49,82,10,AC_Slow,48.52366439765056
67,27,80,37,DC_Fast,43.34051571597295
56,76,332,-3,DC_Fast,30.0
67,71,279,-5,DC_Fast,30.0
80,19,201,43,DC_Fast,30.0
41,61,223,9,AC_Slow,30.0
64,82,67,-9,DC_Fast,30.0
97,55,36,40,DC_Fast,94.58923729653787
89,64,237,34,AC_Slow,30.0
80,55,114,11,AC_Slow,30.0
45,84,169,43,DC_Fast,30.0
50,69,198,10,DC_Fast,30.0
96,35,11,-5,DC_Fast,397.15430788340507
77,36,143,48,DC_Fast,30.0
45,47,347,21,DC_Fast,30.0
84,31,291,-5,AC_Slow,30.0
50,35,305,2,AC_Slow,30.0
53,78,60,-10,AC_Slow,30.0
41,44,164,11,DC_Fast,30.0
79,75,153,42,DC_Fast,30.0
42,82,291,13,DC_Fast,30.0
94,60,261,30,DC_Fast,30.0
92,27,143,19,AC_Slow,56.43094077631437
74,52,328,11,AC_Slow,30.0
72,21,296,33,DC_Fast,30.0
63,12,339,1,DC_Fast,30.0
58,16,191,15,DC_Fast,30.0
57,15,327,-7,AC_Slow,30.0
88,54,188,8,AC_Slow,35.80279020437743
91,48,311,5,DC_Fast,30.0
63,60,266,47,DC_Fast,30.0
84,18,314,1,AC_Slow,30.0
74,32,348,22,DC_Fast,30.0
40,21,149,44,AC_Slow,32.393930830377684
75,71,265,10,DC_Fast,30.0
64,82,6,25,AC_Slow,163.76356831603005
84,86,318,-2,DC_Fast,30.0
88,49,16,28,AC_Slow,224.6946571864602
99,63,265,31,AC_Slow,30.0
82,16,173,34,DC_Fast,36.39125221082635
73,26,152,-3,AC_Slow,38.97015863388592
64,59,204,9,DC_Fast,30.0
55,33,316,-1,AC_Slow,30.0
73,11,74,21,DC_Fast,71.79328363845384
68,42,316,17,DC_Fast,30.0
58,30,58,-1,AC_Slow,59.97346726538871
62,83,263,-3,DC_Fast,30.0
58,62,32,41,DC_Fast,32.02966608930333
64,55,124,36,DC_Fast,30.0
55,54,137,22,DC_Fast,30.0
93,18,94,48,AC_Slow,63.095594819728724
90,15,20,36,AC_Slow,311.1431643453283
48,60,291,45,DC_Fast,30.0
40,44,288,38,AC_Slow,30.0
81,62,234,2,DC_Fast,30.0
58,28,141,33,DC_Fast,33.223759760024436
72,78,299,24,DC_Fast,30.0
73,34,231,44,AC_Slow,30.0
55,20,31,40,DC_Fast,95.33943257186657
83,83,336,18,DC_Fast,30.0
79,26,121,45,AC_Slow,45.17436576881288
94,45,93,-6,DC_Fast,42.52061245451577
57,30,111,-8,AC_Slow,30.0
73,27,225,42,AC_Slow,30.0
64,69,227,26,AC_Slow,30.0
84,27,126,45,DC_Fast,44.958938922023705
45,10,37,49,DC_Fast,90.18944718025732
60,23,95,30,DC_Fast,41.921219087982216
97,17,188,-5,DC_Fast,30.0
45,75,262,37,DC_Fast,30.0
71,60,17,31,DC_Fast,133.61223991387357
80,88,28,5,DC_Fast,37.01334284838069
87,69,329,24,DC_Fast,30.0
82,43,38,7,DC_Fast,79.01834087863297
78,45,251,0,DC_Fast,30.0
70,71,347,40,DC_Fast,30.0
81,10,23,46,DC_Fast,227.80297291823157
49,51,34,12,AC_Slow,55.0712259964632
69,10,53,36,AC_Slow,89.83900477824973
96,63,184,0,DC_Fast,30.0
91,56,230,48,DC_Fast,30.0
57,48,82,46,AC_Slow,30.0
99,39,211,18,AC_Slow,30.0
63,16,39,43,DC_Fast,98.25344868119927
91,31,254,45,DC_Fast,47.47627010154855
48,59,75,31,DC_Fast,30.0
70,54,314,16,DC_Fast,30.0
54,83,283,-2,DC_Fast,30.0
43,81,156,24,AC_Slow,30.0
79,19,231,44,DC_Fast,30.0
48,23,247,-2,AC_Slow,30.729957428341457
84,55,14,7,AC_Slow,206.48521319096176
48,84,321,33,DC_Fast,30.0
65,15,52,44,DC_Fast,70.15634066365459
43,30,116,10,AC_Slow,30.0
56,71,208,45,DC_Fast,30.0
55,28,161,37,AC_Slow,30.0
54,71,347,25,AC_Slow,30.0
74,62,30,-10,DC_Fast,61.72036700164873
96,33,312,16,DC_Fast,30.0
91,65,170,34,DC_Fast,30.0
44,71,253,47,AC_Slow,30.0
94,43,266,29,AC_Slow,30.0
44,31,268,27,AC_Slow,30.0
59,77,21,18,DC_Fast,45.375799499123694
54,66,80,29,AC_Slow,30.0
57,19,258,8,DC_Fast,30.0
86,75,210,13,DC_Fast,30.0
41,17,38,45,AC_Slow,87.72402032605814
68,47,151,33,DC_Fast,30.0
52,71,330,-10,AC_Slow,30.0
43,37,342,25,DC_Fast,30.0
81,19,232,12,DC_Fast,30.0
84,54,122,2,AC_Slow,30.0
49,74,169,19,DC_Fast,30.0
70,76,42,48,AC_Slow,32.96757267914185
80,18,300,38,DC_Fast,30.0
47,14,141,40,AC_Slow,30.0
42,19,313,40,AC_Slow,30.0
87,21,250,43,DC_Fast,30.0
85,67,202,26,DC_Fast,30.0
48,30,70,49,AC_Slow,35.24021478086537
69,30,84,0,AC_Slow,56.88183568933797
92,74,56,-4,AC_Slow,52.12325620268875
50,12,133,24,AC_Slow,30.865317526025105
74,78,5,0,DC_Fast,228.14276125937096
76,73,171,38,DC_Fast,30.0
81,58,20,32,DC_Fast,129.1781292230096
52,81,149,36,DC_Fast,30.0
75,26,116,40,DC_Fast,30.0
95,82,106,29,AC_Slow,30.0
52,41,86,37,AC_Slow,30.0
51,79,103,10,DC_Fast,30.0
76,30,163,36,DC_Fast,30.0
49,16,44,-8,AC_Slow,84.75249606198727
99,16,159,19,DC_Fast,40.01303216071636
95,36,40,13,DC_Fast,110.117434294967
48,17,251,27,AC_Slow,30.0
91,82,8,-8,DC_Fast,149.2059919516095
46,37,285,26,DC_Fast,30.0
41,88,338,22,DC_Fast,30.0
93,75,253,11,DC_Fast,30.0
95,80,16,20,AC_Slow,101.51007650945529
99,56,287,35,DC_Fast,30.0
62,19,220,1,DC_Fast,30.0
78,42,323,34,AC_Slow,30.0
79,16,315,3,AC_Slow,30.0
78,12,86,46,AC_Slow,75.58559194412382
60,23,18,1,DC_Fast,158.46033274844868
62,53,60,44,AC_Slow,47.39079290898495
68,55,346,16,AC_Slow,30.0
53,70,286,2,DC_Fast,30.0
65,45,203,13,AC_Slow,30.0
90,22,170,27,DC_Fast,42.011979057073674
44,25,296,48,DC_Fast,30.0
94,89,150,42,DC_Fast,30.0
70,14,82,36,AC_Slow,60.43119251405113
64,47,116,49,DC_Fast,30.0
70,59,27,43,AC_Slow,93.78728205697261
89,47,120,44,AC_Slow,30.0
59,65,146,37,DC_Fast,30.0
83,72,201,-2,DC_Fast,30.0
94,57,282,-3,AC_Slow,30.0
56,68,32,26,DC_Fast,51.182430427663164
84,86,303,4,AC_Slow,30.0
41,53,80,-4,AC_Slow,30.0
64,64,22,13,AC_Slow,92.16150660159252
52,64,104,38,AC_Slow,30.0
97,10,128,5,AC_Slow,51.205732620962486
78,17,296,13,AC_Slow,30.0
67,13,129,32,DC_Fast,38.68615213960568
81,62,11,-4,AC_Slow,217.38961429017039
94,67,27,32,AC_Slow,91.56069422808322
45,46,166,49,DC_Fast,30.0
42,58,121,17,DC_Fast,30.0
97,76,25,-9,AC_Slow,81.11238501719647
74,28,256,23,AC_Slow,30.0
57,10,330,49,AC_Slow,30.0
50,38,313,27,DC_Fast,30.0
93,42,88,-8,AC_Slow,50.06265993004033
59,61,45,-10,AC_Slow,39.336676260486385
44,50,207,20,DC_Fast,30.0
58,32,132,45,DC_Fast,30.0
61,14,146,12,DC_Fast,33.92324332566538
98,80,348,9,AC_Slow,30.0
99,66,107,5,DC_Fast,30.0
58,15,111,35,AC_Slow,31.92291852137818
86,58,21,21,DC_Fast,131.02201682986663
55,31,29,6,DC_Fast,108.33363549736006
63,86,68,7,AC_Slow,30.0
80,85,346,46,AC_Slow,30.0
43,13,241,-7,DC_Fast,30.0
54,81,180,24,AC_Slow,30.0
64,73,295,29,AC_Slow,30.0
83,46,297,25,DC_Fast,30.0
94,40,315,12,AC_Slow,30.0
74,46,160,4,AC_Slow,30.0
94,54,57,2,DC_Fast,52.214061324060594
53,17,77,3,AC_Slow,30.333394556667173
88,49,187,3,AC_Slow,30.0
58,14,193,26,AC_Slow,30.0
77,37,17,-6,DC_Fast,211.31022900986576
75,18,51,48,AC_Slow,102.54636326370513
46,11,164,11,AC_Slow,30.0
69,72,288,17,AC_Slow,30.0
58,60,57,34,AC_Slow,30.0
88,40,291,-7,AC_Slow,30.0
64,16,12,39,DC_Fast,327.5482855696714
55,39,76,27,AC_Slow,38.99045800703439
86,67,102,18,DC_Fast,34.325477430723815
93,12,91,26,AC_Slow,70.44737803372531
79,60,334,24,DC_Fast,30.0
90,65,105,9,AC_Slow,30.0
47,82,285,24,DC_Fast,30.0
57,19,293,24,AC_Slow,30.0
67,70,241,9,AC_Slow,30.0
55,59,200,-9,AC_Slow,30.0
91,56,101,41,AC_Slow,34.39776315678264
58,10,100,47,DC_Fast,30.0
81,66,265,48,AC_Slow,30.0
56,47,125,7,AC_Slow,30.315895966384712
84,71,277,19,AC_Slow,30.0
52,88,336,31,AC_Slow,30.0
46,79,56,45,DC_Fast,30.0
66,74,322,47,AC_Slow,30.0
49,71,167,42,AC_Slow,30.0
73,65,194,18,AC_Slow,30.0
75,76,281,28,AC_Slow,30.0
64,26,89,48,DC_Fast,38.14812836816087
45,17,198,41,AC_Slow,30.0
63,69,185,47,DC_Fast,30.0
57,49,25,11,AC_Slow,100.03458348506227
62,71,207,18,DC_Fast,30.0
45,50,206,49,DC_Fast,30.0
68,21,155,35,AC_Slow,30.0
64,63,163,-1,AC_Slow,30.0
94,20,314,9,AC_Slow,30.0
56,69,30,5,AC_Slow,46.188459047226694
85,77,313,-5,DC_Fast,30.0
63,87,70,6,DC_Fast,30.0
50,55,267,-5,DC_Fast,30.0
65,47,171,11,DC_Fast,33.471604531861026
90,70,292,7,AC_Slow,30.0
73,26,158,21,AC_Slow,30.0
67,75,347,17,DC_Fast,30.0
42,81,210,31,AC_Slow,30.0
50,45,157,-1,DC_Fast,30.0
77,83,188,30,DC_Fast,30.0
53,16,163,11,DC_Fast,30.0
90,25,198,17,AC_Slow,30.0
65,23,6,4,DC_Fast,591.6874063991722
87,89,219,32,DC_Fast,30.0
60,34,179,18,DC_Fast,30.0
93,13,79,-4,AC_Slow,83.6151029692977
95,38,289,39,AC_Slow,30.0
78,65,131,23,DC_Fast,33.83386487461781
69,15,53,21,AC_Slow,100.43177901415538
98,10,36,-9,AC_Slow,205.22037901404371
47,48,162,15,AC_Slow,30.0
90,10,19,34,AC_Slow,350.6788277832274
59,72,322,0,DC_Fast,30.0
87,66,338,14,DC_Fast,30.0
71,76,247,8,DC_Fast,30.0
61,74,21,9,DC_Fast,56.89650285342981
98,74,26,22,AC_Slow,77.37453669338537
46,30,248,6,DC_Fast,30.0
48,39,85,41,AC_Slow,30.0
84,42,148,19,DC_Fast,30.0
40,57,12,7,DC_Fast,103.95266399006057
68,31,171,21,AC_Slow,30.0
47,63,291,29,DC_Fast,30.0
95,13,272,34,AC_Slow,32.96247053158298
93,64,293,-7,DC_Fast,30.0
43,53,190,21,DC_Fast,30.0
74,21,16,8,AC_Slow,296.1335793677757
98,88,285,-8,DC_Fast,30.0
42,83,308,27,AC_Slow,30.0
93,61,87,17,AC_Slow,30.39248461419884
84,85,59,27,DC_Fast,30.0
79,74,135,43,DC_Fast,30.0
46,74,129,-5,AC_Slow,30.0
66,19,329,45,DC_Fast,30.0
40,27,55,29,DC_Fast,41.33686539841171
66,56,31,46,AC_Slow,88.19605783797445
55,75,169,6,AC_Slow,30.0
77,58,285,31,DC_Fast,30.0
46,81,37,45,AC_Slow,30.964649254693335
83,31,66,-6,DC_Fast,70.46933101392473
62,35,149,8,DC_Fast,30.0
80,18,175,32,DC_Fast,49.47568097238485
98,30,290,31,AC_Slow,30.0
50,72,301,24,AC_Slow,30.0
81,15,121,11,DC_Fast,42.62429477088155
92,23,8,13,AC_Slow,705.7528323177274
72,42,70,-1,AC_Slow,68.37047745369378
89,80,64,-9,AC_Slow,34.764375595954576
75,33,291,17,AC_Slow,34.133943235901576
76,82,349,30,AC_Slow,30.0
80,84,233,26,DC_Fast,30.0
98,60,104,42,AC_Slow,30.0
56,11,123,6,AC_Slow,30.0
74,24,73,-5,AC_Slow,57.66331538758783
87,44,156,32,DC_Fast,37.169000243735326
44,45,284,48,DC_Fast,30.0
87,48,225,-6,AC_Slow,30.0
71,13,227,28,DC_Fast,31.096513678171842
42,73,169,-4,AC_Slow,30.0
91,83,215,21,DC_Fast,30.0
86,15,283,-7,DC_Fast,30.0
74,66,67,10,AC_Slow,30.0
91,39,266,31,DC_Fast,30.0
53,83,10,21,AC_Slow,68.400000598826
87,76,252,45,AC_Slow,30.0
70,24,233,7,DC_Fast,30.0
70,26,290,22,DC_Fast,32.24244508319776
56,27,261,3,DC_Fast,30.0
99,28,67,-5,AC_Slow,111.02511647348531
63,85,32,0,AC_Slow,30.0
91,78,349,35,AC_Slow,30.0
62,33,57,9,DC_Fast,43.689034340633285
57,57,256,18,DC_Fast,30.0
89,39,42,47,DC_Fast,99.97973492108602
93,24,312,24,DC_Fast,30.0
53,56,338,5,AC_Slow,30.0
89,53,143,37,DC_Fast,34.0710088051064
54,36,57,-4,AC_Slow,59.57881359956957
54,73,98,29,AC_Slow,30.0
45,50,98,48,AC_Slow,30.0
66,77,267,49,DC_Fast,30.0
54,14,327,25,DC_Fast,47.30315805637446
89,62,141,33,DC_Fast,30.0
75,17,260,33,DC_Fast,30.0
94,31,41,20,DC_Fast,118.3998921242007
47,16,146,31,DC_Fast,30.0
54,31,151,33,DC_Fast,30.0
42,55,12,32,DC_Fast,120.72309243633602
86,39,255,32,DC_Fast,30.0
52,25,139,36,DC_Fast,30.0
80,88,63,-5,DC_Fast,30.0
73,14,127,18,DC_Fast,31.69816629013821
63,76,267,16,DC_Fast,30.0
79,32,124,32,DC_Fast,30.0
71,70,263,-9,AC_Slow,30.0
71,83,327,45,AC_Slow,30.0
69,14,22,11,AC_Slow,204.3723733031535
91,32,305,48,DC_Fast,30.0
88,88,96,-2,AC_Slow,30.0
52,34,168,0,DC_Fast,30.0
40,17,148,5,DC_Fast,31.63649485034426
73,30,339,34,AC_Slow,30.0
54,11,319,2,DC_Fast,30.0
83,31,242,43,DC_Fast,30.0
53,81,178,43,DC_Fast,30.0
96,81,87,49,DC_Fast,30.0
68,77,161,7,AC_Slow,30.0
73,73,113,42,DC_Fast,30.0
57,28,182,14,AC_Slow,30.0
93,62,254,22,AC_Slow,30.699750416275926
46,61,257,41,DC_Fast,30.0
68,56,59,-1,AC_Slow,39.58111665894062
94,63,159,47,DC_Fast,30.0
70,53,95,19,DC_Fast,30.0
64,16,343,40,AC_Slow,30.0
77,10,130,38,AC_Slow,57.62658720005286
53,72,341,-10,AC_Slow,30.0
47,48,173,22,DC_Fast,30.0
66,28,143,38,AC_Slow,30.0
93,40,9,4,AC_Slow,497.9062807612694
41,86,70,18,AC_Slow,30.0
56,33,115,-9,DC_Fast,30.0
76,78,188,0,DC_Fast,30.0
53,74,272,42,AC_Slow,30.0
64,42,174,23,AC_Slow,30.0
95,68,248,41,AC_Slow,30.0
69,42,335,30,DC_Fast,30.0
68,41,142,8,DC_Fast,32.45595307647265
59,68,32,-9,DC_Fast,59.7331519236008
60,50,11,37,DC_Fast,180.0406201376633
92,21,337,9,DC_Fast,30.0
61,82,321,30,AC_Slow,30.0
74,20,55,41,AC_Slow,100.07877657624854
76,28,140,20,DC_Fast,30.0
55,63,182,49,DC_Fast,30.0
89,66,133,42,AC_Slow,30.0
97,51,201,-7,AC_Slow,30.0
88,80,271,18,AC_Slow,30.0
82,40,111,45,AC_Slow,38.9892452069739
56,61,52,19,AC_Slow,37.374441405204294
55,11,142,2,AC_Slow,30.0
97,47,107,4,AC_Slow,36.97969872246971
94,41,51,9,AC_Slow,94.9067882925084
41,19,157,23,AC_Slow,30.0
43,17,10,17,AC_Slow,273.7352838408147
60,84,15,9,AC_Slow,44.86651929498602
78,29,21,39,DC_Fast,172.2524262834803
73,29,147,14,DC_Fast,30.0
69,18,276,16,DC_Fast,30.0
45,81,316,19,AC_Slow,30.0
56,24,70,45,AC_Slow,42.011433690002846
78,72,343,30,DC_Fast,30.0
64,30,335,9,DC_Fast,32.502992675664785
44,14,260,-10,AC_Slow,30.0
44,44,131,24,AC_Slow,30.0
59,77,135,44,AC_Slow,30.0
55,57,22,38,DC_Fast,75.75493829498599
90,89,211,32,AC_Slow,30.0
80,71,93,13,AC_Slow,30.0
76,44,247,14,AC_Slow,30.0
79,79,21,29,AC_Slow,53.66220120197967
48,30,227,42,DC_Fast,30.0
44,89,214,1,DC_Fast,30.0
81,48,103,0,AC_Slow,32.46154722116653
96,43,17,19,DC_Fast,221.00725991051513
41,24,323,49,DC_Fast,30.0
48,15,274,2,AC_Slow,30.0
82,75,191,36,DC_Fast,30.0
75,65,278,14,AC_Slow,30.0
61,58,137,41,AC_Slow,30.0
61,10,18,14,DC_Fast,209.945656644543
61,74,285,6,AC_Slow,30.0
73,37,48,1,AC_Slow,74.40008645908831
94,29,299,48,AC_Slow,30.0
68,57,108,40,AC_Slow,30.0
77,81,66,41,DC_Fast,30.0
98,74,57,0,AC_Slow,44.95734031068524
85,60,313,-1,DC_Fast,30.0
72,52,122,6,DC_Fast,30.0
57,58,325,49,DC_Fast,30.0
46,34,135,43,AC_Slow,30.0
40,83,303,34,DC_Fast,30.0
72,85,310,5,DC_Fast,30.0
40,50,203,41,DC_Fast,30.0
63,80,40,9,DC_Fast,30.0
43,73,283,38,DC_Fast,30.0
43,70,220,-6,DC_Fast,30.0
57,21,78,30,DC_Fast,36.663411373297976
66,78,310,43,AC_Slow,30.0
82,23,59,45,AC_Slow,82.63262892573431
98,43,16,21,DC_Fast,250.5576621222177
71,57,87,16,DC_Fast,30.0
72,70,36,-7,AC_Slow,36.97562730681537
67,44,90,30,DC_Fast,38.75428707661217
81,74,236,37,DC_Fast,30.0
80,68,279,-4,AC_Slow,30.0
94,45,205,35,DC_Fast,30.0
75,88,55,3,DC_Fast,30.0
99,28,324,28,DC_Fast,30.0
45,51,260,13,DC_Fast,30.0
55,78,245,37,AC_Slow,30.0
73,28,209,7,DC_Fast,30.0
62,48,200,49,DC_Fast,30.0
89,78,248,27,AC_Slow,30.0
81,61,324,28,AC_Slow,30.0
63,21,5,40,DC_Fast,695.0173822880876
95,56,93,29,DC_Fast,30.0
88,85,286,-10,DC_Fast,30.0
52,45,143,6,DC_Fast,30.0
95,72,91,15,DC_Fast,30.0
57,85,6,40,DC_Fast,109.99223595419556
93,60,172,11,DC_Fast,30.0
52,52,123,28,AC_Slow,30.0
88,43,84,7,AC_Slow,38.84631831914753
76,58,115,27,DC_Fast,30.0
82,27,169,17,DC_Fast,30.0
78,70,223,10,DC_Fast,30.0
81,66,9,27,DC_Fast,209.86703042819278
56,14,219,22,DC_Fast,30.0
54,33,199,19,DC_Fast,30.0
57,73,286,31,AC_Slow,30.0
62,68,10,44,AC_Slow,169.4816142735288
93,47,304,-3,DC_Fast,30.0
90,42,62,19,DC_Fast,50.45449027983362
69,19,341,28,DC_Fast,30.0
97,46,306,-2,AC_Slow,30.0
73,20,106,22,AC_Slow,30.0
97,33,52,47,AC_Slow,113.46691582886669
43,80,280,46,DC_Fast,30.0
42,30,167,32,AC_Slow,30.0
46,29,336,48,DC_Fast,30.0
95,19,200,18,DC_Fast,30.0
57,56,328,20,DC_Fast,30.0
81,56,136,-8,DC_Fast,30.0
46,24,70,39,AC_Slow,30.0
79,53,87,27,DC_Fast,33.69023132435567
45,71,269,0,DC_Fast,30.0
61,15,233,-6,AC_Slow,30.0
97,75,277,20,DC_Fast,30.0
40,85,223,9,DC_Fast,30.0
43,13,229,-7,DC_Fast,30.0
85,32,117,-3,AC_Slow,40.96374684373782
88,22,144,31,DC_Fast,51.56593326427653
91,40,189,24,DC_Fast,30.0
89,25,177,2,AC_Slow,30.0
82,50,15,38,DC_Fast,201.74848550170051
68,10,163,-6,DC_Fast,30.0
60,21,209,29,DC_Fast,30.0
65,65,234,8,DC_Fast,30.0
53,59,30,7,AC_Slow,56.93345982124733
48,29,323,22,AC_Slow,32.813913113166706
98,75,163,-7,DC_Fast,30.0
86,45,282,48,AC_Slow,30.0
51,88,152,7,DC_Fast,30.0
81,47,270,35,DC_Fast,30.0
90,31,87,13,AC_Slow,59.71826514323927
95,70,30,32,DC_Fast,72.89206653769847
90,59,75,18,DC_Fast,36.719266066099564
45,68,41,20,DC_Fast,30.0
59,29,137,47,DC_Fast,30.0
63,45,130,17,AC_Slow,30.0
66,24,119,-2,AC_Slow,30.0
77,71,96,34,AC_Slow,30.0
47,12,246,15,AC_Slow,30.0
40,14,204,38,AC_Slow,30.0
93,65,211,36,DC_Fast,30.0
88,40,121,-9,AC_Slow,30.0
88,44,223,-5,AC_Slow,30.0
63,80,309,18,DC_Fast,30.0
86,79,247,15,DC_Fast,30.0
46,35,296,17,DC_Fast,30.0
58,10,286,-4,DC_Fast,30.0
61,16,305,23,DC_Fast,30.0
96,45,321,45,AC_Slow,30.0
94,85,176,34,AC_Slow,30.653090815734707
99,34,80,-1,AC_Slow,63.49199701091015
74,68,213,37,DC_Fast,30.0
69,70,318,30,AC_Slow,30.0
68,38,109,29,DC_Fast,30.0
61,27,30,46,AC_Slow,137.53717290531435
50,50,83,36,DC_Fast,30.0
59,28,132,11,AC_Slow,30.0
68,13,141,16,AC_Slow,36.74040103727404
90,74,338,28,DC_Fast,30.0
80,50,40,11,DC_Fast,72.78720155662796
81,24,63,44,DC_Fast,73.99682542804652
73,63,234,8,AC_Slow,30.0
40,73,128,25,DC_Fast,30.0
70,81,92,-2,DC_Fast,30.0
69,24,341,8,DC_Fast,30.0
87,88,145,-9,AC_Slow,30.0
57,59,277,17,DC_Fast,30.0
94,31,55,48,AC_Slow,78.6139898522232
97,27,59,28,AC_Slow,95.63184427095969
56,89,341,11,AC_Slow,30.0
77,11,154,40,DC_Fast,41.751877249560636
53,45,157,-5,AC_Slow,30.0
62,29,223,36,DC_Fast,30.0
64,25,223,-4,DC_Fast,30.0
54,76,346,-5,DC_Fast,30.0
85,39,262,22,AC_Slow,30.0
95,64,49,49,AC_Slow,46.88171017266416
61,75,273,3,AC_Slow,30.0
42,35,315,-10,DC_Fast,30.0
95,66,164,14,DC_Fast,30.0
94,78,282,-5,AC_Slow,30.0
58,11,349,17,AC_Slow,30.0
96,65,59,7,DC_Fast,47.30909586072349
83,71,149,16,DC_Fast,30.0
73,43,239,38,DC_Fast,30.0
74,65,183,48,DC_Fast,30.0
89,64,212,49,AC_Slow,30.0
40,29,140,-9,AC_Slow,30.0
91,59,279,29,DC_Fast,30.0
60,34,327,10,AC_Slow,30.0
68,34,187,12,AC_Slow,30.0
45,62,65,44,DC_Fast,30.0
76,23,67,-9,DC_Fast,67.50765587648985
40,69,219,5,AC_Slow,30.0
90,52,143,-7,DC_Fast,30.0
40,71,138,23,AC_Slow,30.0
66,85,38,44,DC_Fast,30.0
60,78,197,-6,AC_Slow,30.0
92,72,324,38,DC_Fast,30.0
55,11,91,23,AC_Slow,40.62717976078056
83,63,214,11,DC_Fast,30.0
98,25,85,35,DC_Fast,49.45020763714679
93,64,326,9,DC_Fast,30.0
79,52,343,28,DC_Fast,30.0
65,70,194,36,DC_Fast,30.0
55,47,237,39,AC_Slow,30.0
67,54,173,2,AC_Slow,30.0
40,60,255,33,DC_Fast,30.0
75,51,172,23,AC_Slow,30.0
49,33,235,33,AC_Slow,30.0
82,39,154,-5,DC_Fast,30.0
56,46,156,45,AC_Slow,30.0
96,62,42,18,AC_Slow,65.8042176158226
98,72,301,22,AC_Slow,30.0
62,20,279,42,AC_Slow,30.0
46,87,109,-10,DC_Fast,30.0
83,32,66,36,AC_Slow,62.45874846469043
92,89,20,48,AC_Slow,34.233026337042645
46,59,154,37,AC_Slow,30.0
83,64,146,43,AC_Slow,30.0
54,64,120,-4,DC_Fast,30.0
73,13,316,11,AC_Slow,30.0
85,63,69,21,DC_Fast,30.0
84,70,314,3,DC_Fast,30.0
43,87,198,46,DC_Fast,30.0
53,14,346,40,DC_Fast,30.0
53,27,165,13,DC_Fast,30.0
55,53,310,8,AC_Slow,30.0
46,40,282,16,AC_Slow,30.0
71,30,300,49,DC_Fast,30.0
58,56,43,12,DC_Fast,40.25535856336855
41,39,173,34,AC_Slow,30.0
49,64,72,10,AC_Slow,30.0
89,77,11,33,DC_Fast,132.6475992104374
56,78,89,18,AC_Slow,30.0
76,50,203,-10,AC_Slow,30.0
51,54,136,20,DC_Fast,30.0
45,83,80,16,DC_Fast,30.0
61,89,254,33,DC_Fast,30.0
71,39,213,25,DC_Fast,30.0
80,86,88,16,DC_Fast,30.0
59,54,227,4,AC_Slow,30.0
40,54,257,14,DC_Fast,30.0
93,88,35,37,AC_Slow,30.0
86,54,205,4,DC_Fast,30.0
92,64,56,29,DC_Fast,47.24031394395132
97,68,76,8,DC_Fast,30.0
45,14,25,36,DC_Fast,115.92314518483843
58,41,20,39,DC_Fast,120.0686650892311
57,15,20,0,DC_Fast,162.42833457870046
45,35,179,30,AC_Slow,36.56138540246632
84,46,316,22,DC_Fast,30.0
72,22,342,30,DC_Fast,30.0
62,78,82,49,AC_Slow,30.0
62,34,244,12,AC_Slow,30.0
65,22,41,1,DC_Fast,106.01257981447824
52,29,236,-9,AC_Slow,30.0
46,81,217,32,AC_Slow,30.0
54,69,197,10,DC_Fast,30.0
83,82,64,3,DC_Fast,30.0
66,30,193,23,AC_Slow,30.0
65,70,271,4,DC_Fast,30.0
72,88,130,10,AC_Slow,30.0
54,35,207,12,AC_Slow,30.0
75,63,326,10,AC_Slow,30.0
84,51,36,39,AC_Slow,96.10117435367344
94,20,316,48,DC_Fast,30.0
66,46,265,3,DC_Fast,30.0
96,20,98,10,DC_Fast,57.037306343560125
44,36,332,49,DC_Fast,30.0
41,43,104,1,DC_Fast,30.0
94,47,289,31,DC_Fast,30.0
97,70,319,35,DC_Fast,30.0
72,62,29,43,DC_Fast,59.40964509099281
55,74,121,36,DC_Fast,30.0
62,12,203,-6,DC_Fast,32.52857878743082
77,76,283,-9,DC_Fast,30.0
94,37,74,11,DC_Fast,47.598587008126884
55,23,339,-5,AC_Slow,30.0
53,61,83,33,DC_Fast,30.859661593846585
68,39,18,-9,DC_Fast,175.39331594244825
65,67,33,18,DC_Fast,45.24655936447522
74,63,148,25,DC_Fast,36.477672799110294
54,78,347,-4,DC_Fast,30.0
42,24,14,5,AC_Slow,171.3280062596888
62,47,51,22,AC_Slow,48.78878704253677
68,87,264,22,DC_Fast,30.0
73,23,16,3,DC_Fast,248.8492804851382
72,66,302,32,DC_Fast,30.0
80,68,230,1,AC_Slow,30.0
80,17,264,32,DC_Fast,30.0
62,81,88,-5,DC_Fast,30.0
46,28,10,44,AC_Slow,259.89015491074144
42,41,251,1,AC_Slow,32.13306920279574
97,38,39,42,DC_Fast,118.282882547788
71,50,179,20,DC_Fast,30.0
70,84,69,1,AC_Slow,30.0
57,54,151,-1,DC_Fast,30.0
82,22,61,29,DC_Fast,80.35047195679286
46,36,197,16,AC_Slow,30.0
80,28,17,41,DC_Fast,243.37405868939504
40,35,22,40,AC_Slow,73.51587553952791
53,62,250,-4,DC_Fast,30.0
91,60,167,35,DC_Fast,30.0
71,46,347,25,AC_Slow,30.0
45,18,118,22,AC_Slow,30.0
78,61,286,16,AC_Slow,30.0
49,63,237,-3,AC_Slow,30.0
46,12,170,-6,AC_Slow,30.0
